from	to	weight
CA3	LSAMP	0.195033798
DNM3	HLA-DRA	0.194838796
HLA-DRA	DNM3	0.194838796
GNB1	APOL2	0.194660698
APOL2	GNB1	0.194660698
PTBP1	EHD4	0.194588076
EHD4	PTBP1	0.194588076
GPM6B	APBB1IP	0.194527146
APBB1IP	GPM6B	0.194527146
EHD4	PDXP	0.194504869
PDXP	EHD4	0.194504869
MAPK1	GBP2	0.194411498
GBP2	MAPK1	0.194411498
IGSF8	SQOR	0.193664685
SQOR	IGSF8	0.193664685
PTBP1	BMP2K	0.192353679
BMP2K	PTBP1	0.192353679
EPB41L1	CD74	0.190389648
CD74	EPB41L1	0.190389648
PHYHIP	GBP2	0.188275987
GBP2	PHYHIP	0.188275987
GNAO1	MVP	0.187793319
MVP	GNAO1	0.187793319
KIF13B	SYN3	0.184782785
SYN3	KIF13B	0.184782785
PYGL	EIF2D	0.184617018
EIF2D	PYGL	0.184617018
RAP2A	PHLDB1	0.184055967
PHLDB1	RAP2A	0.184055967
DNM3	APBB1IP	0.183929734
APBB1IP	DNM3	0.183929734
PTBP1	SYNM	0.181666056
SYNM	PTBP1	0.181666056
SAMHD1	BMP2K	0.180702032
BMP2K	SAMHD1	0.180702032
CAMK2G	CYBB	0.179849382
CYBB	CAMK2G	0.179849382
LSAMP	ZNF579	0.179753074
ZNF579	LSAMP	0.179753074
GNB1	APBB1IP	0.178995096
APBB1IP	GNB1	0.178995096
FCGR1A	PDXP	0.178287831
PDXP	FCGR1A	0.178287831
CAMK2G	FCGR1A	0.178097707
FCGR1A	CAMK2G	0.178097707
SYNJ1	SERPINB8	0.17781944
SERPINB8	SYNJ1	0.17781944
SIRT2	TAP1	0.177709525
TAP1	SIRT2	0.177709525
PYGL	TAPT1	0.176600494
TAPT1	PYGL	0.176600494
ATP1A1	ITGB2	0.176065411
ITGB2	ATP1A1	0.176065411
DPP6	CYBB	0.175822257
CYBB	DPP6	0.175822257
GBP1	NME5	0.17367507
NME5	GBP1	0.17367507
ATP6V1G2	GBP1	0.173340573
GBP1	ATP6V1G2	0.173340573
GBP1	TAPT1	0.172969278
TAPT1	GBP1	0.172969278
ITGAV	SYN3	0.172318276
SYN3	ITGAV	0.172318276
CAMK2G	HLA-DRA	0.172170481
HLA-DRA	CAMK2G	0.172170481
PHLDB1	KRT17	0.171693913
KRT17	PHLDB1	0.171693913
GNAO1	PHLDB1	0.171498621
PHLDB1	GNAO1	0.171498621
CAMK2G	ITGB2	0.171359525
ITGB2	CAMK2G	0.171359525
IGSF8	NME5	0.169198361
NME5	IGSF8	0.169198361
PYGL	CA3	0.16681248
CA3	PYGL	0.16681248
CAMK2G	LRP1	0.166448034
LRP1	CAMK2G	0.166448034
APOL2	TAPT1	0.165668655
TAPT1	APOL2	0.165668655
MAPK1	VIM	0.165441117
VIM	MAPK1	0.165441117
TAP1	C4B	0.165174617
C4B	TAP1	0.165174617
ATP6V1G2	APOL2	0.163677554
APOL2	ATP6V1G2	0.163677554
IGSF8	APOL2	0.162636215
APOL2	IGSF8	0.162636215
MRAS	PDXP	0.161969022
PDXP	MRAS	0.161969022
TPPP	FCER1G	0.161603435
FCER1G	TPPP	0.161603435
NFASC	SYNM	0.160405686
SYNM	NFASC	0.160405686
DPP6	CD74	0.160208765
CD74	DPP6	0.160208765
MRAS	PYGL	0.158478946
PYGL	MRAS	0.158478946
PYGL	NME5	0.158317537
NME5	PYGL	0.158317537
DPYSL2	SQOR	0.158311674
SQOR	DPYSL2	0.158311674
CAMK2G	BMP2K	0.158061363
BMP2K	CAMK2G	0.158061363
PHYHIP	SQOR	0.15731587
SQOR	PHYHIP	0.15731587
PDXP	TTC39C	0.157068718
TTC39C	PDXP	0.157068718
MAP1A	NME5	0.156361028
NME5	MAP1A	0.156361028
SLC1A2	HLA-DRA	0.155810547
HLA-DRA	SLC1A2	0.155810547
TPPP	CYBB	0.15517137
CYBB	TPPP	0.15517137
SYNJ1	ZNF579	0.154064217
ZNF579	SYNJ1	0.154064217
TPPP	GBP2	0.154058438
GBP2	TPPP	0.154058438
PHLDB1	TAPT1	0.15378672
TAPT1	PHLDB1	0.15378672
SYNJ1	APOL2	0.153442689
APOL2	SYNJ1	0.153442689
MAPK1	PYGL	0.152943441
PYGL	MAPK1	0.152943441
SYNJ1	VIM	0.152803322
VIM	SYNJ1	0.152803322
SLC1A2	APBB1IP	0.151656863
APBB1IP	SLC1A2	0.151656863
IGSF8	GBP1	0.151363655
GBP1	IGSF8	0.151363655
PYGL	ACSS3	0.151169117
ACSS3	PYGL	0.151169117
DPP6	ZNF579	0.149622467
ZNF579	DPP6	0.149622467
DPP6	EHD4	0.149343961
EHD4	DPP6	0.149343961
SLC1A2	PHLDB1	0.148974768
PHLDB1	SLC1A2	0.148974768
ATP6V1G2	POLD1	0.147293119
POLD1	ATP6V1G2	0.147293119
PYCARD	LRP1B	0.144767769
LRP1B	PYCARD	0.144767769
NFASC	PYGL	0.144477929
PYGL	NFASC	0.144477929
SIRT2	MVP	0.143166476
MVP	SIRT2	0.143166476
IGSF8	PYGL	0.142496974
PYGL	IGSF8	0.142496974
C4B	BMP2K	0.142494921
BMP2K	C4B	0.142494921
EPB41L1	SERPINB8	0.141436958
SERPINB8	EPB41L1	0.141436958
ITGAV	PDXP	0.141230101
PDXP	ITGAV	0.141230101
APOL2	C4B	0.140686411
C4B	APOL2	0.140686411
DNM3	KIF13B	0.138775735
KIF13B	DNM3	0.138775735
PDXP	ZNF579	0.137802828
ZNF579	PDXP	0.137802828
SYNM	SYN3	0.137582747
SYN3	SYNM	0.137582747
LSAMP	EHD4	0.13650268
EHD4	LSAMP	0.13650268
GNAQ	KRT17	0.133719714
KRT17	GNAQ	0.133719714
LRP1	KRT17	0.132330255
KRT17	LRP1	0.132330255
GPM6B	PYGL	0.131811037
PYGL	GPM6B	0.131811037
GNAQ	SERPINB8	0.131629602
SERPINB8	GNAQ	0.131629602
SERPINB8	CA3	0.131424014
CA3	SERPINB8	0.131424014
GBP2	EIF2D	0.130148645
EIF2D	GBP2	0.130148645
MAP1A	FCER1G	0.129373986
FCER1G	MAP1A	0.129373986
SAMHD1	POLD1	0.128987926
POLD1	SAMHD1	0.128987926
SYNM	KRT17	0.12625454
KRT17	SYNM	0.12625454
TPPP	PYGL	0.125711567
PYGL	TPPP	0.125711567
GNAQ	PYGL	0.124157497
PYGL	GNAQ	0.124157497
EPB41L1	GBP2	0.122470888
GBP2	EPB41L1	0.122470888
MAP1A	CA3	0.121464396
CA3	MAP1A	0.121464396
APBB1IP	NME5	0.120964193
NME5	APBB1IP	0.120964193
PTBP1	GBP2	0.120795163
GBP2	PTBP1	0.120795163
FCER1G	SYN3	0.12074473
SYN3	FCER1G	0.12074473
IGSF8	FCGR1A	0.12035277
FCGR1A	IGSF8	0.12035277
SLC1A2	SERPINB8	0.119967087
SERPINB8	SLC1A2	0.119967087
FCER1G	TTC39C	0.118510608
TTC39C	FCER1G	0.118510608
DPP6	BMP2K	0.116401411
BMP2K	DPP6	0.116401411
VIM	ACSS3	0.1163446
ACSS3	VIM	0.1163446
DNM3	GBP1	0.113250823
GBP1	DNM3	0.113250823
MAP1A	HLA-DRA	0.112828891
HLA-DRA	MAP1A	0.112828891
CAMK2G	MVP	0.110906204
MVP	CAMK2G	0.110906204
MAP1A	MVP	0.109591588
MVP	MAP1A	0.109591588
PYGL	SYN3	0.109391818
SYN3	PYGL	0.109391818
GPM6B	KIF13B	0.107155802
KIF13B	GPM6B	0.107155802
GNAO1	CA3	0.106614091
CA3	GNAO1	0.106614091
SAMHD1	ACSS3	0.104528251
ACSS3	SAMHD1	0.104528251
C4B	NME5	0.101785241
NME5	C4B	0.101785241
NFASC	MVP	0.099619008
MVP	NFASC	0.099619008
SIRT2	HCLS1	0.099535973
HCLS1	SIRT2	0.099535973
PTBP1	MVP	0.099252561
MVP	PTBP1	0.099252561
GBP2	TTC39C	0.098838055
TTC39C	GBP2	0.098838055
SERPINB8	KRT17	0.098255431
KRT17	SERPINB8	0.098255431
HCLS1	KRT17	0.096638347
KRT17	HCLS1	0.096638347
PHYHIP	LRP1	0.094098242
LRP1	PHYHIP	0.094098242
GPM6B	GBP2	0.092944917
GBP2	GPM6B	0.092944917
DNM3	POLD1	0.092027361
POLD1	DNM3	0.092027361
GNB1	ITGAV	0.090659926
ITGAV	GNB1	0.090659926
VIM	TTC39C	0.088442624
TTC39C	VIM	0.088442624
SIRT2	KIF13B	0.087424701
KIF13B	SIRT2	0.087424701
IGSF8	ITGB2	0.087412644
ITGB2	IGSF8	0.087412644
GNB1	CA3	0.079703226
CA3	GNB1	0.079703226
KIF13B	TAPT1	0.074599645
TAPT1	KIF13B	0.074599645
ANK2	CA3	0.072291055
CA3	ANK2	0.072291055
C4B	ZNF579	0.068912623
ZNF579	C4B	0.068912623
SYNM	TAPT1	0.068731631
TAPT1	SYNM	0.068731631
GBP1	SYN3	0.065192229
SYN3	GBP1	0.065192229
PTBP1	EIF2D	0.064794267
EIF2D	PTBP1	0.064794267
DPYSL2	KRT17	0.062126137
KRT17	DPYSL2	0.062126137
FCER1G	TAPT1	0.060704694
TAPT1	FCER1G	0.060704694
MAPK1	MVP	0.059444995
MVP	MAPK1	0.059444995
GPM6B	ITGAV	0.058648949
ITGAV	GPM6B	0.058648949
PHYHIP	MVP	0.058101486
MVP	PHYHIP	0.058101486
PDXP	POLD1	0.057592043
POLD1	PDXP	0.057592043
EPB41L1	PYGL	0.057253357
PYGL	EPB41L1	0.057253357
SIRT2	FCGR1A	0.056963372
FCGR1A	SIRT2	0.056963372
SIRT2	SQOR	0.055845124
SQOR	SIRT2	0.055845124
LSAMP	BMP2K	0.05582112
BMP2K	LSAMP	0.05582112
RAP2A	KRT17	0.055651862
KRT17	RAP2A	0.055651862
GNAO1	ITGAV	0.054405118
ITGAV	GNAO1	0.054405118
KIF13B	NME5	0.052561298
NME5	KIF13B	0.052561298
ATP6V1G2	PYGL	0.05195538
PYGL	ATP6V1G2	0.05195538
ATP1A1	KRT17	0.050766522
KRT17	ATP1A1	0.050766522
ATP6V1G2	KIF13B	0.047749878
KIF13B	ATP6V1G2	0.047749878
APBB1IP	SYN3	0.046117432
SYN3	APBB1IP	0.046117432
SAMHD1	ZNF579	0.040291081
ZNF579	SAMHD1	0.040291081
ATP6V1G2	SYNM	0.039390568
SYNM	ATP6V1G2	0.039390568
CYBB	NME5	0.030524375
NME5	CYBB	0.030524375
GBP2	SYN3	0.029828106
SYN3	GBP2	0.029828106
MAP1A	KRT17	0.02980584
KRT17	MAP1A	0.02980584
DNM3	BMP2K	0.029525176
BMP2K	DNM3	0.029525176
ATP1A1	C4B	0.021720892
C4B	ATP1A1	0.021720892
SIRT2	C4B	0.021253429
C4B	SIRT2	0.021253429
IGSF8	C4B	0.018017644
C4B	IGSF8	0.018017644
CAMK2G	KRT17	0.017748633
KRT17	CAMK2G	0.017748633
IGSF8	CYBB	0.01426694
CYBB	IGSF8	0.01426694
PTBP1	CA3	0.014217752
CA3	PTBP1	0.014217752
PHLDB1	SYN3	0.012529887
SYN3	PHLDB1	0.012529887
GPM6B	BMP2K	0.00946739
BMP2K	GPM6B	0.00946739
C4B	PDXP	0.00666415
PDXP	C4B	0.00666415
ITGAV	SAMHD1	0.005387219
SAMHD1	ITGAV	0.005387219
SLC1A2	KRT17	0.004455174
KRT17	SLC1A2	0.004455174
SAMHD1	LRP1B	0.004097427
LRP1B	SAMHD1	0.004097427
C4B	SYN3	0.002230617
SYN3	C4B	0.002230617
PHLDB1	SAMHD1	0.000608809
SAMHD1	PHLDB1	0.000608809
